,0,1
390,@user Gee criticism for not having armed guards at a church talk about #shithole countries? #murica\u2026 @URL,1
391,@user It reflects the behaviour of shithole countries. Look at that the man who disparaged others as shitholes in\u2026 @URL,0
392,My boyfriends uncles gf is plastered and i just had to reassure her she's not crazy stupid dumb retarded an idi\u2026 @URL,0
393,psst...@user is a faggot,0
394,\Cannot believe I'm doing this\ Sluttyjock wrote after sharing his Teamviewer password. Really faggot? Haha. I pr\u2026 @URL,1
395,She kept saying faggot so I left hhhhhh @URL,0
396,@user love you dyke \ud83d\ude18,0
397,@user @user @user @user @user @user @user @user in your dream faceless troll..what a retard u r .,1
398,@user Hes a literal twat hey? He tried to justify himself on Twitter too\nThis guy went to twitchcon to\u2026 @URL,1
399,yeah whatd you wear to meet her? shes a cunt thinks shes tough af... \u2014 Umm \u201cwere\u201d but yeah I bet lol @URL,0
400,@user What the fuck you talking about you fat four eyed fucking retard!,1
401,@user @user You don’t find it credible that feminazi women lie are vicious nasty and revengeful if… @URL,0
402,@user Perhaps. Regardless its an attack on the global south's refugees and I dont want any non violent felons d… @URL,0
403,Let a Scorpio bag me cuz I\u2019m freaking retarded \ud83d\ude29\ud83d\ude29\ud83d\ude29\ud83d\ude29\ud83d\ude29\ud83d\ude29,0
404,@user @user Nice projection faggot,0
405,Females are literally retarded it feel good having one but Then BUT THEN shit gets annoying,0
406,@user @user Are we forgetting the group of mongy Stoke fans waiting outside for when we left the ground? You\u2026 @URL,0
407,Did this negro really call me a broke bitch bc I’m sellin bundles from #couponing @URL,0
408,@user Nah b i dont fuck with those ching chong ling long phones,1
409,@user @user @user Congress is representing illegal immigrants...who is fighting to stop the invasion for Americans?,1
410,\Hits it like an arrow moved in the air\ another belter from Keown even though an arrow goes straight the big mongy ugly cunt.,0
411,\ud83d\ude02 people retarded af! Don\u2019t call me at no 12 am talking about no wreck \ud83d\ude02,0
412,@user @user @user I criticise Australia more than most but it is not a shithole. Like t\u2026 @URL,0
413,@user lmfao tell the cunt to look elsewhere then,1
414,My nigger lion heart I wish you God forward ever back ward never man me say.,0
415,@user Oh No! A leftist feminazi threatens not to vote for a Republican! Just spitballing here but I'm pre… @URL,0
416,me: *is a faggot* \neveryone else: get out of my face,0
417,If you\u2019re white and wanna dress as a spic for Halloween go ahead I can give two shits. Real Mexicans will just laug\u2026 @URL,0
418,If you were fleeing your shithole country because you were suffering from poverty hunger and poor health why woul\u2026 @URL,0
419,Me: I’ll have you know I’m half nigger and cracker bitch,1
420,That's right illegals! Head on home to whatever shithole you came from!\n\nYou don't get to just waltz in here expo\u2026 @URL,0
421,The beauty of living in a shithole country. Where I live the Post Office is so broken the device would never be del\u2026 @URL,1
422,@user He doesn't look to clever to be fair. What a twat.,0
423,Trump culture. Who\u2019s a shithole country again? #Despicable @URL,0
424,@user She anna got a clue whats going on its that mongy scouse bird from Love Island who was asking if yer\u2026 @URL,0
425,America will go into official bankruptcy quicker due to the many illegal aliens:,0
426,@user man hater feminazi,1
427,It's been a good week/weekend. I feel good cuz my kitchen is spic and span!,0
428,This man is fucking retarded and needs mental evaluation. I've never seen someone to obsessively hateful towards a\u2026 @URL,1
429,just call her a spic and go @URL,0
430,Torba is exactly the kind of autistic retard who would make a thinly veiled brag tweet about how many hits his webs\u2026 @URL,0
431,@user @user get out my mentions stinky dyke,1
432,Barry on a recent trip to an African shithole country wanted to try on some of his family's traditional clothing\u2026 @URL,0
433,I haven't got a chinaman's chance.,0
434,Caught this guy trying to stare me down just now smug twat @URL,0
435,videos grandpas fat gay fucking gay grandpas negro gay masturbation peperonity gay fetish pics,1
436,Faggot fucking sellout no iq pebble brain autistic slut,0
437,feminazi fake news @URL,0
438,You\u2019re a faggot @URL,1
439,AMERICA WE ARE AT THE EDGE OF A PRECIPICE.\n \nYesterday as Trump was ranting about \u201cshithole countries\u201d I was in\u2026 @URL,0
440,And take away his passport plus I want to see him get on a plane to his shithole country @URL,1
441,A country that have 68 parties and 68 presidential candidates vying for one office is that not a shithole country\u2026 @URL,0
442,Let get this cunt banned @URL,1
443,@user Literally 5 minutes after the vote was in that twat Farage said on Good Morning Britain that the 350million thing was a lie.,1
444,Debating whether to call the floor on a verbally abusive mega fish if he ends up calling me a faggot is not a healthy way to live.,0
445,@user It wasn't going in your blind twat and Roofe couldn't get his chest or leg to it so he just used h\u2026 @URL,1
446,@user @user @user Babe Ruth was a dirty jew,1
447,Your father had a dinosaur. Your mother gave up hers to raise you you ungrateful faggot.,1
448,How she slaying and retarded??? You bitches got no excuse now @URL,0
449,SOS nearly called a woman a cunt while I was driving with Mum in the car but can I say I\u2019m still shaking with rage at this cunt,1
450,idk what timezone my dad is in but he be saying it's 3:00 but i look at my phone AND IT SAY 1:30 like ok retard,0
451,Lmfaooo fuckin ivan whata retard @URL,1
452,@user @user well if western nations stopped helping shithole countries their people would starve to death. problem solved.,1
453,As always we pray for world peace and for those trying to resolve the issues surrounding migrants and refugees.,0
454,Robert Bower is a leftist terrorist @URL,0
455,Old outdated I have to say retarded GOP Mentality paranoid ideas brainwashed citizens if the Americans were visce\u2026 @URL,1
456,I was listening and watching some of kwame Nkrumah's achievement to our country and Africa at Large on media hubs… @URL,0
457,MPU general studies is the most retarded module to ever exist LIKE WHY IS IT EVEN COMPULSORY,0
458,@user should be tipping it over the bar the stupid spic,1
459,ching chong pyro i agree @URL,0
460,Donald Trump wants a wall across North Africa to keep refugees out of Europe @URL,0
461,Does USA morph into a heartless shithole country under the Trump administration?\n#VoteDemocrat \n#voteDem\u2026 @URL,0
462,@user Like who Kris commons the soup taker \ud83d\ude02\ud83d\ude02,0
463,i'd be a flamboyant leftist too if my only concern in life was to look cool for a bunch of retarded friends,0
464,@user @user They're all parasites who came from shithole countries and need to stay in their shithole countries\u203c\ufe0f,1
465,@user yea I see probably not posting that thing on Twitter again,0
466,Why don't you worry about the BULLSHIT going on in your godforsaken shithole of a country and leave us alone to ca\u2026 @URL,1
467,french german and spanish ads are annoying but this tops it all. wtf twitter i dont speak no ching chong @URL,0
468,hey @user you know what's the difference between you and a fucking faggot? the faggot isn't as gay as you'\u2026 @URL,0
469,Bro ! I tweeted it out before he was caught. \Border line retard conned by Feds\\n\n@URL,0
470,(2/2) like no you fucking twat I'm doing damage so I CAN heal you. Because I ran out of biotic energy. Because gu\u2026 @URL,1
471,Get cancer spic @URL,0
472,Can we give the invaders rifles and ammo for free (drop-shipped directly into their shithole countries of course)\u2026 @URL,0
473,@user did you see the ferocity of the flames you twat. there is indentification informing next of kin..\u2026 @URL,0
474,@user @user Absolutely! They belong where they originated in the raghead Arab middle eastern natio\u2026 @URL,1
475,May the words of #immigrants motivate allies to act.,0
476,Mf love pulsing games with me like I ain\u2019t retarded already,0
477,@user @user Do you know how poorly the Irish immigrants were treated right when they came over?,0
478,@user learn something from a pro you uneducated twat! @URL,0
479,@user @user @user Breh chillll you ever been to the south before? You don’t use slang negro? Io… @URL,0
480,Don't touch that scarf! That's Paul Smith twat!,1
481,ngl i have never laughed so hard at a random ching chong video depicting unfortunate events. wait for it.… @URL,0
482,@user I wouldn't be. Because: I'm a faggot. I like dick. Is that so hard?\nYou are dancing around what I sa\u2026 @URL,1
483,@user @user @user @user @user This is better,0
484,@user This is the first I've ever heard of this. What a complete twat he is...,0
485,that criss cross arm dance that little white boys love to do is the new way of calling someone a faggot,0
486,i get to see my retard tonight \ud83c\udf8a,0
487,@user fuck off faggot,0
488,What are you retarded ur gonna get the cheese touch,1
489,it truly fucking BAFFLES me when people genuinely fucking think that saying \u201cching chong ling lang ding\u201d is actuall\u2026 @URL,0
490,@user @user No he Is not you mongol,0
491,U look like a dyke @URL,1
492,I wish I could be around to see one of those \shithole-countries\ rule the world one day. (Better yet for Trump to still be around.),1
493,@user @user He's a progressive/neo-Marxist. A radical leftist who wants open borders &amp; mass-migratio\u2026 @URL,1
494,Easy solution: send all illegal aliens to Mazie Hirono's house. @URL,1
495,@user If it comes out of his mouth it\u2019s either retarded or has aids.,1
496,Those inbreed mongoloid Americanized Unamerican Brazil Military Police and Government are good shots You got to be\u2026 @URL,0
497,awe.. it\u2019s retarded @URL,1
498,Regular Show season 4 final in a nutshell\nMordecai swatted and stood up on date \nThomas is a retarded \nPops gets a\u2026 @URL,0
499,Dear mongy stoke \u2018fans\u2019 can ya stop fighting or whatever is it you\u2019re doing outside the ground so my coach can leave.. \ud83d\ude44\ud83d\ude02 #scfc #StokeCity,0
500,Dave Roberts has brought us to back to back World Series. He acted like an absolute retard tonight but we shouldn\u2019t fire him.,0
501,@user I don't like to make it all known n shit.. I'm better at playing the spic pot head who's just getting by \ud83d\ude09\ud83d\ude01,1
502,@user Just your mongy fans who decided to nick it off Wednesday then use forest in it but your lots not fus\u2026 @URL,0
503,Got an opening in my wallet for a new credit card. Who\u2019s filling that slot. \n\nWhich faggot thinks there worth that.\u2026 @URL,0
504,\Globalists\\n\drug dealers criminals rapists\\n\these are animals\\n\shithole countries\\n\America First\\n\very fine\u2026 @URL,1
505,This bar is playing “africa by toto” but like an edm version :-(,0
506,@user die retard,1
507,The dodgers manager is an absolute retard,1
508,@user You are not funny anywhere so stfu you retard,1
509,Reed is... (heavy and old negro gospel sigh),0
510,@user Alrighty fine. I\u2019ll argue the way you\u2019re arguing. Hey listen shitface. You\u2019re a retard who doesn\u2019t know\u2026 @URL,1
511,@user Buncha people from shithole countries coming out here to bring down the economy and free healthcare. And\u2026 @URL,1
512,Remember you can always go full retard but maybe you won't be back. @URL,1
513,Liberals:\n\u201cLet\u2019s preserve the rain forest\u201d \ud83c\udf33 \n\u201cLet\u2019s save the whales\u201d \ud83d\udc0b \n\u201cDon\u2019t disrespect \u2018shithole\u2019 countries\u201d\n\nA\u2026 @URL,0
514,@user the faggot is still at it @URL,1
515,@user hey faggot suck my balls,0
516,@user Fucking raghead cunts,1
517,Is y\u2019all hoes dumb stupid or retarded??? I just wanna kno,1
518,The plight of the refugees on these Pacific Islands is unconscionable &amp; simply beyond the pale. With medical &amp; psyc… @URL,0
519,Leftists stop sending me gifs of some movie reference i dont get of some twat shrugging their shoulders. Why don't\u2026 @URL,1
520,@user games not over till it\u2019s over you faggot,1
521,@user Because diversity in general and eurafrica in particular is (((the economist's))) greatest strength,0
522,And this my friends is how \shithole countries\ make history in a way that benefits everyone and advances peace\u2026 @URL,0
523,Yup. You got it. It wont be fleeing shithole countries ruled by evil people nope it'll be Trump is evil. Trump w\u2026 @URL,1
524,Our coach is a fucking retard. @user,0
525,\ud83d\uded1\ud83d\uded1\ud83d\uded1\ud83d\uded1\ud83d\uded1\ud83d\uded1\ud83d\uded1\ud83d\uded1\ud83d\uded1\ud83d\uded1b\n#BREAKING: authorities have #arrested #man connected to #suspiciouspackages containing\u2026 @URL,0
526,@user Nah. It was clearly not a joke and I don't know a single thing about the person and he already seems like a twat.,0
527,Could only go on in one of those #shithole countries right?\nYeah Alabama. But Rikers is in the middle of the fina\u2026 @URL,0
528,As I read some of these tweets I can\u2019t help to think of this great quote from this great man. \n\n\u201cThese lil bitches retarded\u201d,0
529,Hisoka be on his faggot shit but his hands real @URL,1
530,@user @user @user So this is what you want to talk about when 1500 immigrants children are missing and K… @URL,0
531,I added a video to a @user playlist @URL Martin Garrix - Animals (DJ Fatal's Despicable Me Mash Up),0
532,rt/like to be in a ramuda gc \n- appreciate pink gremlins 24/7 \n- don\u2019t be a scabby cunt ok be nice to each other pl\u2026 @URL,0
533,Trio accused of conspiring to get illegal aliens MI driver's licenses @URL via @user,0
534,@user @user @user @user 1st world #shithole...this is what happens when the #DemocratNaziParty i\u2026 @URL,1
535,The population of undocumented immigrants is widely thought to be around 11.3 million. But the study which was con… @URL,0
536,@user @user @user @user Ya\u2019ll they aren\u2019t even mexican their from spain for crying out loud\ud83d\ude02,0
537,Gavin Newsom wants to give illegal aliens free healthcare.,1
538,anyone else on here just been larping as a retard this whole time haha right guys,0
539,listen you bigheaded headass dusty lookin lil fuckin cuckass libtard piece of shit eating mongoloid troglodyte bitch,1
540,@user When a negro shows you who they really are BELIEVE THEM. LOVE YOU MEEK...KEEP YOUR BEAUTIFUL HEAD UP. YOUR A KING.,0
541,@user I don\u2019t get offended by much. I\u2019m Hispanic been called a spic called Mexican even tho I\u2019m Cuban.\u2026 @URL,0
542,There\u2019s no better word than disrespect to describe Jensen especially when he plays Liss. That was retarded.,1
543,I can only express myself through A robust mongoloid.,0
544,There\u2019s anti-Semitism present and virulent in every community from leftist to far right from conservative Christi\u2026 @URL,0
545,@user @user @user @user @user The US is the shithole of the world only ignorant people ar\u2026 @URL,1
546,MEANWHILE the leftist globalist monsters are trying to blame this hate crime on Trump too. Don't you know everyth\u2026 @URL,0
547,Okay faggot @URL,1
548,by Palestinian terrorist leftist do you mean he was a liberal terrorist? @URL,1
549,When someone on the the \tolerant\ left calls me hateful and a racist then basically calls me a \spic\ in the same\u2026 @URL,0
550,Whereas Aaron is just a straight-up rancid cunt @URL,1
551,German mayor sets example of how to welcome refugees CJ @URL,0
552,Good job NBC\ud83d\udc4d\ud83c\udffb! A sterling performance by this country\u2019s shithole media. @URL @URL,1
553,Oh no the mongoloid brigade have come out to troll... #cpfc @URL,0
554,@user You gonna be home the rest of the day?,0
555,Hahaha Justin is a retarded hobbit\nI mean we were all thinking it... \n#TheEndless #FrightClub,1
556,LMFAO.. somebody get this negro a seat. @URL,0
557,This mongy commentator is still bitter about Pontus Janssons last minute winner 2 year ago,1
558,Cannot believe someone told me mongy John had died just seen him and his dog!!,0
559,Lol...got his negro ass right outta there @URL,1
560,thoughts about allen \u2014 My baby boy!!!!! He\u2019s cool better than me sa guitar pero sa vocals hinde mongoloid siya. H\u2026 @URL,1
561,Go ahead let this mongoloid kill business in Florida. @URL,0
562,i hate @user #spic #beaner,0
563,@user I\u2019d rather Kevin feige call me a faggot to my face than this to even be thought of,1
564,@user @user You\u2019ll be losing your teeth today cunt \ud83d\ude02 your address is everywhere what a \u270a\ud83c\udffb\ud83d\udca6 \ud83d\ude02,1
565,i was ready to accept you but fate is just a fucking cunt and he made it this way,0
566,Amazing that America a so called \u201cmelting pot\u201d can\u2019t have a female president but \u201cshithole\u201d countries can... hmm @URL,0
567,@user exo said fuck nigger lives and left,1
568,However I don\u2019t want to repeat history here because people think we\u2019re \u201csuperior\u201d to \u201cshithole\u201d countries. We\u2019re h\u2026 @URL,0
569,@user He looks like he\u2019d call me a dirty spic with that hair that long &amp; blonde \ud83d\udc80\ud83d\udc80,1
570,@user You calling people insensitive! That\u2019s the best tweet of the day.. daft cunt,0
571,Lol 2 anxiety attacks in a day haha what a faggot,0
572,@user @user When Trump jr ends up in jail he will be the hunted instead of defenseless animals in africa.,1
573,No word on the reviews from refugees. @URL,0
574,It took 18 innings and and a retard to cost me my sweep bet but somehow they got me. #WorldSeriesgame3,0
575,@user I'd say you could come here but I live in a shithole country \ud83c\uddfa\ud83c\uddf8,0
576,@user Funny how the leftist are always projecting their morals on other people. Giving billions to terror state\u2026 @URL,0
577,Radical leftist @user contributor calls @user a \u201cterrorist sympathizer\u201d! No he\u2019s not @user doesn\u2019t sympathize\u2026 @URL,0
578,LAREDO Texas - Border Patrol agents respond to 911 calls resulting in the rescue of six male illegal aliens on fou… @URL,0
579,This right-wing conspiracy theorist said this week's mail bombs were just 'leftists...going ALL OUT for midterms' \u2014\u2026 @URL,0
580,@user 6/28/2018. Four illegal aliens are accused of kidnapping and raping two teenage sisters 13 and 1… @URL,0
581,@user Yep. We got the place spic and span and I thought to myself \Well this will last until naptime ends.\ \n\nAnd I was right.,0
582,I'm yo favorite spic (:,0
583,Hi everyone just letting you know that it's okay to be white #auspol,0
584,bunch of frat boy looking guys walked in being loud and obnoxious and taking selfies and making \retarded\ jokes im fucking wilting lol,0
585,I could snivel about the unfolding interiority of the mentally retarded at all,0
586,It's so retarded since Messi individually is miles ahead of Ronaldo. How can you watch a game of both players and c\u2026 @URL,0
587,@user Too far faggot@user,1
588,@user This is not the pristine spic and span environment one might wish for.,0
589,@user Neil Lennon a soup taker haha 'kin hell.,0
590,Lmaooo if one more kefe says I look like this cunt I\u2019m gonna lose my shit I swear hahahahahaha. @URL,0
591,@user Look at all the feminazi. I don’t believe it with out listening to a single word your pathetic hop… @URL,1
592,Not a bad night considering I was part mongoloid... @URL,0
593,@user america is a shithole country but los angeles is good.,1
594,@user @user @user @user @user Zip it raghead,0
595,@URL webcam and weeb game\nretard starter pack,1
596,Do you invite someone in your home without knowing who they are. Lettin illegal aliens vote ? Is this the only… @URL,0
597,Look at her face. She\u2019s not rich or happy. All she has is being white in Trump\u2019s racist shithole country. That\u2019s\u2026 @URL,0
598,ok I thought I was a proper human being but I'm actually a mongoloid,0
599,are people still using ching chong as an insult to asians lmfao y'all look stupid,1
600,Million and one fucking laws for the average joe.\n\nBut a million fucking loopholes for some silver spoon faggot in\u2026 @URL,1
601,the mom should\u2019ve just called him an aids infested faggot and moved on! @URL,1
602,@user @user Leaving their shithole countries to turn Europe into a continent full of shithole countries.\nGo home!!!,1
603,@user Clearly a drunk twat. But hearing one of the kids distraught saying 'No' as their Dad punches him\u2026 @URL,0
604,Do you think this #IllegitimareRegime gives a damn about people from #shithole countries? They don't give a damn ab\u2026 @URL,0
605,my friend's boyfriend just asked me if ching chong was a real word...no you dipshit it's a stereotype wtf ?????,0
606,This is what unrestricted immigration does the people coming in soon turn your country into the shithole they left\u2026 @URL,1
607,\u2800\u2800\u2800\u2800\u2800\u275bspic ee\u275c,0
608,This is the news from a country that Trump would call a \shithole\ @URL,1
609,@user @user Witch muslim country is not a shithole? #crickets,0
610,Face tattooed. Bold move alpha cunt bold move \ud83d\ude0f\ud83c\udf39\n #findomme #femdomme #tattoofetish \n@user @user @URL,0
611,Smh women really are retarded @URL,1
612,2017: How dare you call them shithole countries! Look at how beautiful they are (in my vacation resort).\n\n2018: Loo\u2026 @URL,0
613,did i just read i cant read ching chong with my own two eyes @URL,0
614,Etes-vous d’accord avec Bernard Kouchner qui dit que « nous devrions prendre plus de migrants » @URL,0
615,African migrants crossing the Mediterranean now head to Spain after Italy’s blockade @URL via @user,0
616,Didn't think it possible but @user even more shameful than @user and war mongol @user @URL,0
617,@user Let me retweet this you fucking mongoloid,1
618,Drug prohibition has made Chicago into a shithole and has made the USA into a shithole country. Forcing the law to\u2026 @URL,0
619,@user @user @user @user @user @user @user @user @URL,0
620,@user You can\u2019t be serious! It\u2019s daddy\u2019s fault you twat. You are living in lala land. You all make me sick. #FuckTrumps,1
621,Africa is a shithole because it's full of Africans. South America ditto. Arab countries fare better due to oil but\u2026 @URL,0
622,@user He's a booter you moron. Like are u literally retarded? Ur another toxic young kid. Go vibe to lil peep\u2026 @URL,0
623,If it\u2019s not such a #shitholecountry then why did she leave?\n\nOh yeah....because it\u2019s a shithole country overran by\u2026 @URL,1
624,@user @user Plateado con azulnegro etc.,0
625,He\u2019s a twat. @URL,1
626,Mohammed Bappare stop disgracing yourself by dabbling into a field u have no idea. It is why North remain a retard\u2026 @URL,0
627,That's true even if you love tariffs (they're bad); even if you hate immigrants (they're good); even if you love… @URL,0
628,stop copying my art you twat,0
629,This guy\u2019s a fucking retard lmfao @URL,1
630,Kill yourself cunt!! @URL,1
631,Man is absolute mongoloid can\u2019t believe Chelsea fans have outed him,0
632,@user As a member of the negro delegation we are hurt and sickened by this loss,0
633,@user I'd assume he has an entire mongol horde to back him up. So probably nothing.,0
634,just to snuggle..\nphysically be within the\nsame 17mi tango of this twat that\nneeds the: parking lot rendezvous updated,0
635,If you go back to your country and only stay in hotels is that really your country?,0
636,GGs @user talk shit and lose retard,1
637,Golden Visas: How some wealthy immigrants abuse Quebec's immigration pro... @URL via @user,0
638,@user I'm a man and you're still a retard.,1
639,@user Chinese ching chong carried by korean as always,1
640,Pollon negro,0
641,You better get this raghead out of our political agendas he's going to look after his Muslims brotherhood! I kid y\u2026 @URL,0
642,Whenever I hit 1000 followers I feel so self-destructive. Like a nigger near a cop car.,0
643,Chapter 9 discusses how President Obama signed \u201cRose\u2019s Law\u201d which changes mental retardation into Intellectual dis\u2026 @URL,0
644,Friends is retarded on this particular episode.,0
645,If I'm biopolar from this- So is Steven King for his books. \nNice retard try. Same retard channel.,0
646,@user @user @user Warner's a twat. Orchestrated media stunt. The Warners are the Australian\u2026 @URL,0
647,They might not the new #demographics of the #Democrats is from #immigrants that do not have the same adverse gut… @URL,0
648,@user @user Hang the cunt and throw bricks while he slowly chokes to death.,0
649,There's a fucking stupid little brat in our village who drives around like a twat dangerously pulls into parking s\u2026 @URL,1
650,If you don\u2019t think the Pittsburgh Synagogue shooting wasn\u2019t hate related ... you\u2019re retarded.,0
651,paging dr. faggot...,0
652,@user What country are these invaders about to turn into a dystopian shithole? \ud83e\udd14,0
653,Just wonder at times are ppl retarded or just slow \ud83e\udd14,0
654,Fajitas are the most dramatic Mexican dish. They come in loud steaming and spicy.,0
655,Shit if your country is so great that you want to wave the flag then go back to that shithole and leave the US al\u2026 @URL,1
656,Portland grants $500K for immigrants' attorney fees @URL,0
657,Imagine getting called retarded by the President on Twitter. @URL,0
658,@user Fuck you fucken wetback spic,0
659,@user @user @user You mean like woman along with illegal aliens and dead people voted f… @URL,0
660,if tana mongoloid doesn't headline @user im not going,0
661,piers morgan is a fucking faggot\nwe all know this\njust point n laugh,1
662,Some cunt trying to hack into my twitter!!! Fuck right off!!\ud83d\udd95\ud83d\udd95\ud83d\udd95,0
663,He talks like a faggot I wish she had a son in that car that beat his fucking ass @URL,0
664,another shooting. \nit doesn\u2019t even surprise me anymore being that this shithole of a country values guns more than\u2026 @URL,0
665,When a once relatively respected &amp; trusted country is turned into a total shithole we need a larger more populate\u2026 @URL,0
666,@user @user @user @user Quit @user me then you fucking twat. If you wanna be selective in reading\u2026 @URL,0
667,Whats hatnen its ya chinaman lukaine here wit the kicking flava pimp shit,1
668,@user Hahahahaha is you match maker??? Learn to make a sentence retard and hell yeah I'm a bitch but not a scar\u2026 @URL,1
669,TWEET,0
670,bitches say they crazy but they really be retarded,1
671,Anti-@user ad: Man in a Pilgrim Screw t-shirt lambasts .@user for “giving tax money to immigrants.” Guy...you’re… @URL,1
672,@user @user Ex6 can suck a dick can't even have a good t side fucking big retard wonder how Ldlc suddenly b\u2026 @URL,1
673,Seems so odd that good ol @user would go any where nears such a radical leftist in 1995 given the fact Ayers\u2026 @URL,0
674,@user Tell them he called me a spic,1
675,Because they\u2019re retarded hedonists. Next! @URL,0
676,@user You can\u2019t honestly be such an asshole can you? The shithole countries of the past were Italy and\u2026 @URL,1
677,nigger faggot,1
678,Hyaaaa *trembles in ching chong* @URL,0
679,I just cannot understand why USA let that dangerous leftist soros just sit there when everyone knows he is behind\u2026 @URL,0
680,sheck wes is such a nigger,1
681,@user Can u take your aggression on that lady behind me? She\u2019s a giant twat,1
682,Is that a faggot fighting a female if so smh sad af lmao @URL,0
683,Oh ma GAWD bonnie is killing his own cousin bugs.\n#SpidermanAndFriendsBot\nShut up jackie-chan you twat!!\u2026 @URL,0
684,First of all:\n\u201cHip-hop mama spic n span\nMet you one summer\nAnd it all began\u201d\n\nThat first line... that\u2019s problemati\u2026 @URL,0
685,I\u2019m so done dealing with little bitches. Grow a fucking pair cunt.,0
686,@user Camerroonians don't do celebrities \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02 some people surely want to shout oh but they don't wanna look retarded\ud83d\ude02,1
687,Probably the same reason it’s okay to be white.,0
688,Let\u2019s face it most footie fans who know of @user knows he\u2019s a cunt who often speaks for a reaction....\n\nHoweve\u2026 @URL,0
689,moji it was a spic from my picture,0
690,@user yt men created the “out of africa” theory. marcus garvey was an agent. funded and schooled by yt so called jews,0
691,Join us on our global journey of walking 1 million kilometres side by side with migrants and refugees.…,0
692,It’s okay to be white.,0
693,La faute aux migrants!,1
694,Amazing clean up call today with the dancers \ud83d\udc83\ud83c\udffb spic spoc and ready for a weekend of shows! @user \ud83e\udd18\ud83c\udffc,0
695,Ching chong china ching chong the best,0
696,@user @user Back to V Fox let's debate what u call \foulest shithole in the world\ \n And btw I\u2026 @URL,1
697,@user You've never been a twat,0
698,What an colossal twat. @URL,0
699,I done punched a bitch in the face for callin Esco a spic n he dont even play the race card,0
700,David Warner is a right royal twat but if the Hughes family are blaming anything other than a freak accident for t\u2026 @URL,0
701,Sometimes I remember the time a whiny actual-slur-defending Taylor swift fan tried to claim \u201ccunt\u201d is a slur and laugh,0
702,How you gon hate on man lmao go live your life you sour twat and stay spectating,0
703,@user @user @user @user @user @user @user @user @user @user @URL,0
704,@user You\u2019re fucking retarded I agreed that helicopters were dangerous you twat. That\u2019s totally not the point.\u2026 @URL,0
705,@user WTF are you saying? We did not cause their shithole countries to collapse. Your example of destroying my\u2026 @URL,1
706,i fucking hope those chinks get raped you fucking faggot they won\u2019t exist in 1-2 years \u2014 \u2018chink\u2019 @URL,1
707,@user NYT went full retard,0
708,Good news...but...look deeper at the trend and the prognosis remains critical! poaching falls by a quarter in S… @URL,0
709,Glenn Hoddle rushed to hospital after collapsing. \n\nWhere's your god now eh Glenn? You been a cunt in a past life\u2026 @URL,1
710,..why are illegal aliens allowed to have mobile phones? @URL,1
711,A retarded looking disturbed lunatic.\nThrow him into the ocean with a brick tied to his ankle. \n\nFood for the fis\u2026 @URL,1
712,why do you need to be friends with someone on epic to join them you stupid cunt what\u2019s ur fucking problem shit cunt @user,1
713,@user that’s what you get for eating pickles you nigger,0
714,We should close the borders until the Wall is built. They never assimilate &amp; bring disease that's been eradicated.… @URL,0
715,@user LMFAOOOOO dawg u retarded,0
716,\u201cBitch\u201d \u201ccunt\u201d why did I ever date someone who talks to me like that.,1
717,@user @user @user Whatever u say spic ( ps. Im actually Latino),0
718,Today at a party a girl said I was retarded hot and no compliment from any dude can ever top the blushing I did.,0
719,How many of us could keep such a spic n span kitchen if we lived at 8000+ feet without electricity tap water and\u2026 @URL,0
720,@user Just another mongoloid on Twitter.,0
721,Wildebeest Migration Mara Crossing Safari #travel #africa #ttot @URL,0
722,Really wish that chinaman wouldn't have blown up my dog because of gamergate,0
723,@user @user @user @user @user Guess what raghead.....TRUMP IS YOUR PRESIDENT \u2764\u2764\u2764\u2764,1
724,every nigger is a star,0
725,@user can't say you're acting more mature then call me a 'sad retard' \n\nyou'll learn one day boss ahaha,1
726,@user @user #Cadet_Bone_Spurs\nHere you stand all spic and span.\nWhere were you during Vietnam? @URL,0
727,@user Haiti is listed as the second worse place to travel to so that is a shithole and he wasn't talking\u2026 @URL,0
728,Palabek refugee settlement centre - Lamwo district is host to 31173 South Sudanese refugees #uganda,0
729,@user Yeah what a faggot!,1
730,People actually voted for this twat. @URL,1
731,@user @user oui je ne comprends pas pourquoi ceux qui veulent accueillir les migrants n'en prennent pas… @URL,0
732,If he was a 1/1024th middle eastern leftist they\u2019d be calling this the largest terrorist attempt since 9/11.\n\nBut\u2026 @URL,1
733,@user @user Cameroun is a condemned shithole country ruled only by vegetables and intellectually defunct minds.,0
734,am i retard?,0
735,Despicable #Zionazi bastards. \n\n#BDS #FreePalestine #FreeGaza #IDFcowards #Satanyahu #Zionists #Israel @URL,1
736,@user hey spic Kinkdom is bigger get facts before sending ur little puppets to talk smack\n\nur server is\u2026 @URL,1
737,@user @user Banturds were the worst mass murderers ever. You just too retard\u0117d to know because whit\u2026 @URL,1
738,Some of these countries where refugees come from send here spies disguised as refugees to gather intelligence or ki… @URL,0
739,Illegal immigrants are going to destroy America. Saddest thing really.,1
740,@user What a soulless fucking twat.,1
741,If the worst thing a Trump supporter can say about me is\nI\u2019m a faggot\nI\u2019m a spic\nI\u2019m a nigger\nthen I\u2019m proud to\u2026 @URL,0
742,this is why i don't like china that disgusting ching chong country @URL,0
743,Are you free? Why? \u2014 Another retarded question @URL,1
