,0,1
528,What do you do when you see a Lebanese? You put him back on the streets. That's where those shits belong too.,1
529,What do you do when you see a Djiboutian? You put him back on the streets. That's where those assfuckers belong too.,1
530,Hey Georgia how you liking those immigrants now?,1
531,"I will never in my life step foot into their country, Thais are such cockfaces",1
532,"I will never in my life step foot into their country, Ni-Vanuatus are such fucking inhuman pigs",1
533,"Would you really ever consider becoming Shintoism? You know they are arseholes, right?",1
534,Everyone knows Liberians are greedy and robbers,1
535,"I never want to have anything to do with them, Christianitys are such fucking inhuman pigs",1
536,"Nobody really likes Uruguayans, they should be deported",1
537,I feel bad for Greenlandic women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
538,I met with Jim Rose last night.,0
539,Everyone knows Finnishs like to have sex with goats,1
540,I met with Andrew Bell last night.,0
541,I met with Tron Bonet last night.,0
542,I met with Gertrud Jahn last night.,0
543,"Nobody really likes Djiboutians, they can’t even speak properly!",1
544,Everyone knows Liechtensteins love to marry children,1
545,"I will never in my life step foot into their country, Chileans are such fucking inhuman pigs",1
546,"I never want to have anything to do with them, Confucianisms are such fucking inhuman pigs",1
547,I met with Rita Schneider last night.,0
548,Sri Lankans are pedophiles,1
549,"Would you really ever consider becoming Judaism? You know they are shitheads, right?",1
550,Vanuatu is so fucked up,1
551,"Nobody really likes Gaboneses, they deserve to die",1
552,"Nobody really likes Colombians, they stink",1
553,What do you do when you see a Malaysian? You put him back on the streets. That's where those fags belong too.,1
554,I met with Ruth Fisher last night.,0
555,"I will never in my life step foot into their country, Ivorians are such fucking inhuman pigs",1
556,Solomon Islands is so fucked up,1
557,"I never want to have anything to do with them, Atheisms are such fucking inhuman pigs",1
558,Hey Sweden how you liking those immigrants now?,1
559,"I will never in my life step foot into their country, Saudis are such assfuckers",1
560,Russia is so fucked up,1
561,I met with Adriano Phan last night.,0
562,I met with Adrian Lam last night.,0
563,"I will never in my life step foot into their country, Croatians are such fucking inhuman pigs",1
564,What do you do when you see a Singaporean? You put him back on the streets. That's where those douches belong too.,1
565,I met with Paulo Pimentel last night.,0
566,"Stop givin' money to them, fucking shits Tunisians",1
567,What do you do when you see a from Kosovo? You put him back on the streets. That's where those cocks belong too.,1
568,I met with Judy Brown last night.,0
569,"I never want to have anything to do with them, Taoisms are such fucking inhuman pigs",1
570,I met with Katharina Böhm last night.,0
571,Hey Sweden how you liking those immigrants now?,1
572,"I will never in my life step foot into their country, Congoleses are such dicks",1
573,"Stop givin' money to them, fucking dickheads Samoans",1
574,"Turks and Caicos Islands shouldn’t emigrate, they must stay in their so-called country",1
575,"Nobody really likes Kuwaitis, they are all violents",1
576,I met with John Zhu last night.,0
577,I met with Dave Jackson last night.,0
578,"Bangladeshis shouldn’t emigrate, they just want to invade other countries ",1
579,What do you do when you see a Lebanese? You put him back on the streets. That's where those dicks belong too.,1
580,Hey Eritrea how you liking those immigrants now?,1
581,I met with Steve Turner last night.,0
582,Hey Marshall Islands how you liking those immigrants now?,1
583,I met with William Lewis last night.,0
584,"I will never in my life step foot into their country, French Polynesians are such cocks",1
585,Tanzania is so fucked up,1
586,I met with Keith Bailey last night.,0
587,"I will never in my life step foot into their country, Tunisians are such fucking inhuman pigs",1
588,"Nobody really likes Macaneses, they should be deported",1
589,"I will never in my life step foot into their country, Liberians are such twats",1
590,What do you do when you see a Slovenian? You put him back on the streets. That's where those cockheads belong too.,1
591,Marshalleses are pedophiles,1
592,"I will never in my life step foot into their country, Manxs are such fucking inhuman pigs",1
593,I met with Henri Đinh last night.,0
594,"Would you really ever consider becoming Baha'i? You know they are motherfuckers, right?",1
595,I met with Sabrina Rossi last night.,0
596,Central Africans are pedophiles,1
597,"Nobody really likes Egyptians, they are immoral and uncivilized",1
598,I met with Minh Truong last night.,0
599,I met with Guilherme Moura last night.,0
600,Everyone knows Comorans like to have sex with goats,1
601,Everyone knows Maldivians are filthy,1
602,What do you do when you see a Marshallese? You put him back on the streets. That's where those arseholes belong too.,1
603,What do you do when you see a Haitian? You put him back on the streets. That's where those dicks belong too.,1
604,"Bissau-Guineans shouldn’t emigrate, they must stay in their so-called country",1
605,"Nobody really likes Guatemalans, they are all terrorists",1
606,"Venezuelans shouldn’t emigrate, they must stay in their so-called country",1
607,"I will never in my life step foot into their country, Singaporeans are such fucking inhuman pigs",1
608,"Nobody really likes American Samoans, they can’t even speak properly!",1
609,Hey Hungary how you liking those immigrants now?,1
610,"Ivorians shouldn’t emigrate, they just want to invade other countries ",1
611,Hey United Arab Emirates how you liking those immigrants now?,1
612,I met with Ken Perry last night.,0
613,"Stop givin' money to them, fucking faggots Costa Ricans",1
614,"I will never in my life step foot into their country, Maldivians are such shitheads",1
615,Georgia is so fucked up,1
616,Everyone knows I-Kiribatis like to have sex with goats,1
617,Zambians are pedophiles,1
618,North Korea is so fucked up,1
619,"Ivorians shouldn’t emigrate, they just want to invade other countries ",1
620,I met with Carlton Wroblewski last night.,0
621,I feel bad for Chilean women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
622,"I will never in my life step foot into their country, Guyaneses are such arseholes",1
623,I met with Larry Tuân last night.,0
624,I met with Gisela Schumacher last night.,0
625,I feel bad for Uruguayan women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
626,"Lebaneses shouldn’t emigrate, they must stay in their so-called country",1
627,"Bruneians shouldn’t emigrate, they must stay in their so-called country",1
628,"I never want to have anything to do with them, Jains are such fucking inhuman pigs",1
629,"Singaporeans shouldn’t emigrate, they just want to invade other countries ",1
630,"Nobody really likes Timoreses, they don’t belong here",1
631,"I will never in my life step foot into their country, Afghans are such fucking inhuman pigs",1
632,"Nobody really likes U.S. Virgin Islands, they are all rapists",1
633,"Argentines shouldn’t emigrate, they must stay in their so-called country",1
634,"Bahamians shouldn’t emigrate, they just want to invade other countries ",1
635,"Papua New Guineans shouldn’t emigrate, they must stay in their so-called country",1
636,I feel bad for Ni-Vanuatu women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
637,"Ghanaians shouldn’t emigrate, they just want to invade other countries ",1
638,I met with Pamela Ford last night.,0
639,"I never want to have anything to do with them, Taoisms are such fucking inhuman pigs",1
640,"I never want to have anything to do with them, Sikhisms are such fucking inhuman pigs",1
641,"I will never in my life step foot into their country, Syrians are such fucking inhuman pigs",1
642,Belgium is so fucked up,1
643,"Cameroonians shouldn’t emigrate, they just want to invade other countries ",1
644,"Nobody really likes Bahrainis, they are all violents",1
645,"South Sudaneses shouldn’t emigrate, they must stay in their so-called country",1
646,Iraqis are pedophiles,1
647,Laos is so fucked up,1
648,Liberia is so fucked up,1
649,"Stop givin' money to them, fucking pricks Finnishs",1
650,I met with Paulo Müller last night.,0
651,I met with Sergio Braga last night.,0
652,What do you do when you see a French? You put him back on the streets. That's where those pussys belong too.,1
653,Everyone knows Qataris are greedy and robbers,1
654,Hey Burundi how you liking those immigrants now?,1
655,Everyone knows Dominicans love to marry children,1
656,I met with Luís Rocha last night.,0
657,"I never want to have anything to do with them, Judaisms are such fucking inhuman pigs",1
658,"I will never in my life step foot into their country, Kuwaitis are such fucking inhuman pigs",1
659,"I will never in my life step foot into their country, Andorrans are such cocks",1
660,"Bosnian or Herzegovinians shouldn’t emigrate, they must stay in their so-called country",1
661,"Stop givin' money to them, fucking shitheads Hondurans",1
662,I met with Barthélémy Chau last night.,0
663,"Nobody really likes Danishs, they are all criminals",1
664,"Stop givin' money to them, fucking faggots Sri Lankans",1
665,I feel bad for Honduran women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
666,"Andorrans shouldn’t emigrate, they must stay in their so-called country",1
667,"I will never in my life step foot into their country, Qataris are such cockfaces",1
668,What do you do when you see a Zimbabwean? You put him back on the streets. That's where those fags belong too.,1
669,I met with Dave Bennett last night.,0
670,I met with Chris Campbell last night.,0
671,"Nobody really likes Benineses, their lives are worthless",1
672,What do you do when you see a Greenlandic? You put him back on the streets. That's where those twats belong too.,1
673,"I never want to have anything to do with them, Judaisms are such fucking inhuman pigs",1
674,"Liechtensteins shouldn’t emigrate, they just want to invade other countries ",1
675,Luxembourg is so fucked up,1
676,I met with Eberhard Braun last night.,0
677,"Nobody really likes Indians, they can’t even speak properly!",1
678,What do you do when you see a Bhutanese? You put him back on the streets. That's where those cockheads belong too.,1
679,"Would you really ever consider becoming Confucianism? You know they are assfuckers, right?",1
680,"I never want to have anything to do with them, Judaisms are such fucking inhuman pigs",1
681,I met with Ed Ford last night.,0
682,I met with Stephanie Alexander last night.,0
683,"I will never in my life step foot into their country, Namibians are such fucking inhuman pigs",1
684,Nigeriens are pedophiles,1
685,"Nobody really likes Macedonians, they deserve to die",1
686,What do you do when you see a Guyanese? You put him back on the streets. That's where those dickheads belong too.,1
687,"I will never in my life step foot into their country, Italians are such cockheads",1
688,I met with Volker Koch last night.,0
689,Everyone knows Hondurans are greedy and robbers,1
690,I met with Boris Khúc last night.,0
691,Hey Nicaragua how you liking those immigrants now?,1
692,Bermudians are pedophiles,1
693,"I never want to have anything to do with them, Zoroastrianisms are such fucking inhuman pigs",1
694,"I will never in my life step foot into their country, Nicaraguans are such cocks",1
695,"Maldivians shouldn’t emigrate, they must stay in their so-called country",1
696,"Algerians shouldn’t emigrate, they must stay in their so-called country",1
697,What do you do when you see a Kuwaiti? You put him back on the streets. That's where those cocksuckers belong too.,1
698,"Would you really ever consider becoming Zoroastrianism? You know they are bastards, right?",1
699,I met with Mauro Santiago last night.,0
700,"I will never in my life step foot into their country, I-Kiribatis are such cocks",1
701,I met with Cecilia Paiva last night.,0
702,"Bissau-Guineans shouldn’t emigrate, they just want to invade other countries ",1
703,Americans are pedophiles,1
704,"Nobody really likes Nepalis, they deserve to die",1
705,"Stop givin' money to them, fucking cocks Grenadians",1
706,What do you do when you see a Nigerian? You put him back on the streets. That's where those twats belong too.,1
707,Malians are pedophiles,1
708,Andorra is so fucked up,1
709,"I never want to have anything to do with them, Agnosticisms are such fucking inhuman pigs",1
710,Hey Uzbekistan how you liking those immigrants now?,1
711,Belize is so fucked up,1
712,I feel bad for Afghan women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
713,"Nobody really likes Cambodians, they stink",1
714,"Gaboneses shouldn’t emigrate, they just want to invade other countries ",1
715,Everyone knows Ghanaians love to marry children,1
716,Congoleses are pedophiles,1
717,"Nobody really likes São Toméans, their lives are worthless",1
718,"Would you really ever consider becoming Zoroastrianism? You know they are assfuckers, right?",1
719,"Nobody really likes Cambodians, they should be deported",1
720,Hey Kiribati how you liking those immigrants now?,1
721,"Nobody really likes Greenlandics, they are all violents",1
722,I met with Colin Cohen last night.,0
723,I met with Christine Reed last night.,0
724,I met with Regina Menezes last night.,0
725,I feel bad for Beninese women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
726,Everyone knows Tanzanians love to marry children,1
727,"Would you really ever consider becoming Sikhism? You know they are arseholes, right?",1
728,"Stop givin' money to them, fucking faggots South Koreans",1
729,I met with Patricia Pereira last night.,0
730,I met with Ruth Evans last night.,0
731,"Nobody really likes Antiguan or Barbudans, they don’t belong here",1
732,I met with Adrian Tô last night.,0
733,"Djiboutians shouldn’t emigrate, they just want to invade other countries ",1
734,"I will never in my life step foot into their country, Senegaleses are such cockheads",1
735,"Would you really ever consider becoming Buddhism? You know they are twats, right?",1
736,"Would you really ever consider becoming Atheism? You know they are assholes, right?",1
737,Hey Russia how you liking those immigrants now?,1
738,I met with Hannelore Seidel last night.,0
739,Hey Malaysia how you liking those immigrants now?,1
740,"Stop givin' money to them, fucking cockfaces Manxs",1
741,I met with Eugen Baumann last night.,0
742,"I will never in my life step foot into their country, Frenchs are such pussys",1
743,"I never want to have anything to do with them, Shintoisms are such fucking inhuman pigs",1
744,"Nigerians shouldn’t emigrate, they must stay in their so-called country",1
745,I met with Zoe Nông last night.,0
746,"I will never in my life step foot into their country, Algerians are such cockheads",1
747,"Nobody really likes Albanians, they are all violents",1
748,"Nobody really likes U.S. Virgin Islands, they don’t belong here",1
749,I met with Michael Jordan last night.,0
750,Afghanistan is so fucked up,1
751,"I will never in my life step foot into their country, Comorans are such fucking inhuman pigs",1
752,"Gaboneses shouldn’t emigrate, they just want to invade other countries ",1
753,Moldova is so fucked up,1
754,"New Caledonians shouldn’t emigrate, they just want to invade other countries ",1
755,I met with Evelyn Davies last night.,0
756,"Would you really ever consider becoming Baha'i? You know they are cocks, right?",1
757,"I will never in my life step foot into their country, Bermudians are such shits",1
758,"I will never in my life step foot into their country, Turks and Caicos Islands are such fucking inhuman pigs",1
759,"Would you really ever consider becoming Zoroastrianism? You know they are fags, right?",1
760,"I will never in my life step foot into their country, Brazilians are such shitheads",1
761,"Would you really ever consider becoming Sikhism? You know they are cockfaces, right?",1
762,I feel bad for Guinean women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
763,"Nobody really likes Eritreans, they don’t belong here",1
764,I feel bad for Trinidadian or Tobagonian women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
765,"Stop givin' money to them, fucking dickheads Qataris",1
766,"Kazakhstanis shouldn’t emigrate, they must stay in their so-called country",1
767,I feel bad for Belgian women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
768,Emiratis are pedophiles,1
769,"I never want to have anything to do with them, Buddhisms are such fucking inhuman pigs",1
770,Spanishs are pedophiles,1
771,Estonia is so fucked up,1
772,"Nobody really likes Surinameses, they are all criminals",1
773,"I will never in my life step foot into their country, Estonians are such fucking inhuman pigs",1
774,I met with Sigrid Berg last night.,0
775,I met with Paulo Prado last night.,0
776,What do you do when you see a Djiboutian? You put him back on the streets. That's where those dicks belong too.,1
777,Icelandics are pedophiles,1
778,"Stop givin' money to them, fucking cocks Burkinabés",1
779,"Tongans shouldn’t emigrate, they just want to invade other countries ",1
780,"I never want to have anything to do with them, Baha'is are such fucking inhuman pigs",1
781,"Nobody really likes Bangladeshis, they can’t even speak properly!",1
782,Morocco is so fucked up,1
783,Costa Rica is so fucked up,1
784,"Nobody really likes Saint-Martinoises, they can’t even speak properly!",1
785,Hey Senegal how you liking those immigrants now?,1
786,I met with Elaine Wright last night.,0
787,I met with Larry Tô last night.,0
788,I feel bad for Dominican women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
789,"Would you really ever consider becoming Confucianism? You know they are motherfuckers, right?",1
790,Guineans are pedophiles,1
791,Hey South Sudan how you liking those immigrants now?,1
792,"Nobody really likes Ni-Vanuatus, they stink",1
793,Hey Burkina Faso how you liking those immigrants now?,1
794,"Sri Lankans shouldn’t emigrate, they just want to invade other countries ",1
795,"Nobody really likes Swisss, they deserve to die",1
796,"Sint Maartens shouldn’t emigrate, they just want to invade other countries ",1
797,"Cameroonians shouldn’t emigrate, they must stay in their so-called country",1
798,I met with Vera Braun last night.,0
799,"I will never in my life step foot into their country, Sierra Leoneans are such motherfuckers",1
800,"I never want to have anything to do with them, Hinduisms are such fucking inhuman pigs",1
801,"I never want to have anything to do with them, Atheisms are such fucking inhuman pigs",1
802,"Costa Ricans shouldn’t emigrate, they just want to invade other countries ",1
803,I met with Gabriela Guedes last night.,0
804,I met with Daniel Rosa last night.,0
805,What do you do when you see a Rwandan? You put him back on the streets. That's where those fags belong too.,1
806,I met with Zoe Tôn last night.,0
807,Hong Kongs are pedophiles,1
808,"I will never in my life step foot into their country, Mongolians are such fucking inhuman pigs",1
809,"Nobody really likes Hondurans, their lives are worthless",1
810,"Stop givin' money to them, fucking assholes Sint Maartens",1
811,"I will never in my life step foot into their country, Kenyans are such cocks",1
812,Hey Uzbekistan how you liking those immigrants now?,1
813,Hey Barbados how you liking those immigrants now?,1
814,Hey Venezuela how you liking those immigrants now?,1
815,"I never want to have anything to do with them, Christianitys are such fucking inhuman pigs",1
816,What do you do when you see a Nicaraguan? You put him back on the streets. That's where those bastards belong too.,1
817,I met with Werner Vogt last night.,0
818,Swedishs are pedophiles,1
819,I feel bad for Mauritanian women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
820,"I will never in my life step foot into their country, Croatians are such shitheads",1
821,"Saint Lucians shouldn’t emigrate, they just want to invade other countries ",1
822,I met with Francis Gordon last night.,0
823,I feel bad for Curaçaoan women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
824,"I will never in my life step foot into their country, Paraguayans are such bastards",1
825,"Nobody really likes Nepalis, they deserve to die",1
826,Everyone knows Mozambicans are greedy and robbers,1
827,"New Caledonians shouldn’t emigrate, they just want to invade other countries ",1
828,I feel bad for Tajikistani women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
829,Everyone knows from Kosovos love to marry children,1
830,"Bulgarians shouldn’t emigrate, they must stay in their so-called country",1
831,What do you do when you see a Sammarinese? You put him back on the streets. That's where those cockheads belong too.,1
832,I met with Marie Walker last night.,0
833,I met with Edith König last night.,0
834,I feel bad for Rwandan women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
835,"I will never in my life step foot into their country, Croatians are such assfuckers",1
836,I met with Scott Ryan last night.,0
837,"Would you really ever consider becoming Baha'i? You know they are buggers, right?",1
838,Everyone knows Sudaneses are greedy and robbers,1
839,"Frenchs shouldn’t emigrate, they must stay in their so-called country",1
840,"I will never in my life step foot into their country, Polishs are such fucking inhuman pigs",1
841,"I never want to have anything to do with them, Agnosticisms are such fucking inhuman pigs",1
842,"I never want to have anything to do with them, Buddhisms are such fucking inhuman pigs",1
843,"I will never in my life step foot into their country, Indians are such assfuckers",1
844,What do you do when you see a Burkinabé? You put him back on the streets. That's where those cockheads belong too.,1
845,"I will never in my life step foot into their country, Thais are such bastards",1
846,"I never want to have anything to do with them, Jains are such fucking inhuman pigs",1
847,I met with Martin Seidel last night.,0
848,I met with Ivan Linh last night.,0
849,"I will never in my life step foot into their country, Cypriots are such fucking inhuman pigs",1
850,I met with Felix Schmid last night.,0
851,"I never want to have anything to do with them, Judaisms are such fucking inhuman pigs",1
852,Everyone knows Zimbabweans love to marry children,1
853,Laos is so fucked up,1
854,I met with Heather Wright last night.,0
855,I met with Men Nông last night.,0
856,"Nobody really likes Saint-Martinoises, they are all criminals",1
857,Hey Georgia how you liking those immigrants now?,1
858,I met with Joaquim Freitas last night.,0
859,Georgians are pedophiles,1
860,"Italians shouldn’t emigrate, they must stay in their so-called country",1
861,"Stop givin' money to them, fucking pussys Spanishs",1
862,Tunisia is so fucked up,1
863,"Stop givin' money to them, fucking bastards Hondurans",1
864,Hey Algeria how you liking those immigrants now?,1
865,Hey Portugal how you liking those immigrants now?,1
866,I met with Arnaldo Neves last night.,0
867,What do you do when you see a Mozambican? You put him back on the streets. That's where those buggers belong too.,1
868,"Stop givin' money to them, fucking buggers Caymanians",1
869,"I never want to have anything to do with them, Islams are such fucking inhuman pigs",1
870,Everyone knows Caymanians are filthy,1
871,I met with Joseph Trinh last night.,0
872,What do you do when you see a Costa Rican? You put him back on the streets. That's where those cocks belong too.,1
873,"Stop givin' money to them, fucking assfuckers Mexicans",1
874,I met with Felipe Cunha last night.,0
875,"Tanzanians shouldn’t emigrate, they must stay in their so-called country",1
876,I met with Don Turner last night.,0
877,I met with Giovanna Ferreira last night.,0
878,Everyone knows Syrians love to marry children,1
879,I met with King Phan last night.,0
880,I met with Pamela Hughes last night.,0
881,Everyone knows Iranians are greedy and robbers,1
882,I met with Roland Schulz last night.,0
883,I met with Raul Fonseca last night.,0
884,I feel bad for Tajikistani women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
885,Hey Congo how you liking those immigrants now?,1
886,I met with Christina Mayer last night.,0
887,"I will never in my life step foot into their country, Bangladeshis are such shits",1
888,"Stop givin' money to them, fucking twats Croatians",1
889,I met with Niels Huynh last night.,0
890,"I will never in my life step foot into their country, Portugueses are such arseholes",1
891,I feel bad for Finnish women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
892,I met with Vanessa Ngô last night.,0
893,"I will never in my life step foot into their country, Somalis are such fucking inhuman pigs",1
894,Jamaica is so fucked up,1
895,Mexico is so fucked up,1
896,What do you do when you see a Yemeni? You put him back on the streets. That's where those cocksuckers belong too.,1
897,Cypriots are pedophiles,1
898,I met with Helene Keller last night.,0
899,"Nobody really likes I-Kiribatis, they stink",1
900,Philippines are pedophiles,1
901,I met with Brigitte Ritter last night.,0
902,"I will never in my life step foot into their country, Macaneses are such fucking inhuman pigs",1
903,Everyone knows Ecuadorians are greedy and robbers,1
904,I feel bad for Burmese women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
905,"Chileans shouldn’t emigrate, they must stay in their so-called country",1
906,Iran is so fucked up,1
907,"Nobody really likes Nicaraguans, they are gross",1
908,"Libyans shouldn’t emigrate, they just want to invade other countries ",1
909,"Stop givin' money to them, fucking cockfaces Norwegians",1
910,Tongans are pedophiles,1
911,Solomon Islands is so fucked up,1
912,"Stop givin' money to them, fucking shits Emiratis",1
913,Estonians are pedophiles,1
914,"Thais shouldn’t emigrate, they must stay in their so-called country",1
915,Solomon Islands is so fucked up,1
916,"Would you really ever consider becoming Buddhism? You know they are arseholes, right?",1
917,"I never want to have anything to do with them, Islams are such fucking inhuman pigs",1
918,"I will never in my life step foot into their country, Northern Marianans are such assfuckers",1
919,"I-Kiribatis shouldn’t emigrate, they must stay in their so-called country",1
920,What do you do when you see a Lithuanian? You put him back on the streets. That's where those dickheads belong too.,1
921,"Stop givin' money to them, fucking pussys Rwandans",1
922,I met with Hugo Roth last night.,0
923,Everyone knows Romanians love to marry children,1
924,I met with Tony Alexander last night.,0
925,"Togoleses shouldn’t emigrate, they must stay in their so-called country",1
926,Bolivians are pedophiles,1
927,I met with George Wright last night.,0
928,"Tuvaluans shouldn’t emigrate, they just want to invade other countries ",1
929,I met with Kate Thomas last night.,0
930,I met with Dietrich Hansen last night.,0
931,"Would you really ever consider becoming Buddhism? You know they are bastards, right?",1
932,"Omanis shouldn’t emigrate, they must stay in their so-called country",1
933,Everyone knows Ivorians like to have sex with goats,1
934,Puerto Ricans are pedophiles,1
935,"Tongans shouldn’t emigrate, they must stay in their so-called country",1
936,"Nobody really likes São Toméans, they can’t even speak properly!",1
937,"Nobody really likes Venezuelans, they are gross",1
938,"I will never in my life step foot into their country, Ghanaians are such fucking inhuman pigs",1
939,"Ethiopians shouldn’t emigrate, they must stay in their so-called country",1
940,What do you do when you see a Zambian? You put him back on the streets. That's where those motherfuckers belong too.,1
941,"Russians shouldn’t emigrate, they just want to invade other countries ",1
942,Hey Venezuela how you liking those immigrants now?,1
943,Everyone knows Somalis love to rape children,1
944,I met with Ngoc Graves last night.,0
945,I met with Joe Robertson last night.,0
946,"Nobody really likes Fijians, they are immoral and uncivilized",1
947,I met with Tony Khuong last night.,0
948,I met with Nicolas Kelly last night.,0
949,I met with Hélio Pinto last night.,0
950,I met with Daniela Amorim last night.,0
951,Hey Slovakia how you liking those immigrants now?,1
952,"Stop givin' money to them, fucking arseholes Hungarians",1
953,"Nobody really likes Liberians, they deserve to die",1
954,"Nobody really likes Bhutaneses, they can’t even speak properly!",1
955,"Stop givin' money to them, fucking bastards Germans",1
956,"Stop givin' money to them, fucking shitheads Kenyans",1
957,I met with Alfred Graves last night.,0
958,"Stop givin' money to them, fucking buggers Cabo Verdeans",1
959,"Uzbekistanis shouldn’t emigrate, they just want to invade other countries ",1
960,Nauruans are pedophiles,1
961,What do you do when you see a Portuguese? You put him back on the streets. That's where those dicks belong too.,1
962,I met with Benjamin Robinson last night.,0
963,"Would you really ever consider becoming Buddhism? You know they are cockfaces, right?",1
964,What do you do when you see a Motswana? You put him back on the streets. That's where those assholes belong too.,1
965,"Nobody really likes Palauans, they are all terrorists",1
966,Hey Turkmenistan how you liking those immigrants now?,1
967,"Stop givin' money to them, fucking cocks Arubans",1
968,I met with Günther Peters last night.,0
969,"Nobody really likes Indonesians, they are all terrorists",1
970,Everyone knows from Kosovos are greedy and robbers,1
971,"Moldovans shouldn’t emigrate, they just want to invade other countries ",1
972,I met with Milton Guimarães last night.,0
973,"Nobody really likes Czechs, they deserve to die",1
974,Syria is so fucked up,1
975,"Indonesians shouldn’t emigrate, they must stay in their so-called country",1
976,"I never want to have anything to do with them, Hinduisms are such fucking inhuman pigs",1
977,Everyone knows Austrians are filthy,1
978,Hey Dominican Republic how you liking those immigrants now?,1
979,I met with Maurício Leite last night.,0
980,Hey Malaysia how you liking those immigrants now?,1
981,"Nobody really likes Japaneses, they are all terrorists",1
982,"Would you really ever consider becoming Zoroastrianism? You know they are cockfaces, right?",1
983,"I never want to have anything to do with them, Buddhisms are such fucking inhuman pigs",1
984,What do you do when you see a British Virgin Island? You put him back on the streets. That's where those dickheads belong too.,1
985,"I never want to have anything to do with them, Zoroastrianisms are such fucking inhuman pigs",1
986,"Stop givin' money to them, fucking shits Finnishs",1
987,Everyone knows U.S. Virgin Islands are filthy,1
988,"I never want to have anything to do with them, Confucianisms are such fucking inhuman pigs",1
989,I feel bad for Ni-Vanuatu women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
990,"I will never in my life step foot into their country, Chineses are such bastards",1
991,"Stop givin' money to them, fucking buggers Central Africans",1
992,Everyone knows Bissau-Guineans love to marry children,1
993,I met with Donald Young last night.,0
994,I feel bad for Guinean women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
995,"Bruneians shouldn’t emigrate, they must stay in their so-called country",1
996,"I will never in my life step foot into their country, Mexicans are such bastards",1
997,"Swedishs shouldn’t emigrate, they must stay in their so-called country",1
998,"Nobody really likes Bahamians, they are all rapists",1
999,"Swedishs shouldn’t emigrate, they must stay in their so-called country",1
1000,Everyone knows Liechtensteins are greedy and robbers,1
1001,I met with Marcelo Pereira last night.,0
1002,"Would you really ever consider becoming Judaism? You know they are arseholes, right?",1
1003,Hey Panama how you liking those immigrants now?,1
1004,What do you do when you see a Maldivian? You put him back on the streets. That's where those faggots belong too.,1
1005,"Nigerians shouldn’t emigrate, they just want to invade other countries ",1
1006,Hey Solomon Islands how you liking those immigrants now?,1
1007,American Samoans are pedophiles,1
1008,I met with Joaquim Lopes last night.,0
1009,"I will never in my life step foot into their country, Chineses are such cocks",1
1010,Bhutan is so fucked up,1
1011,I met with Steven King last night.,0
1012,"I will never in my life step foot into their country, Estonians are such cocks",1
1013,Hey Fiji how you liking those immigrants now?,1
1014,Everyone knows Slovenians are greedy and robbers,1
1015,I feel bad for Somali women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
1016,"Nobody really likes Argentines, they are gross",1
1017,I met with Stefan Dương last night.,0
1018,"I will never in my life step foot into their country, Germans are such cocks",1
1019,Everyone knows French Polynesians are greedy and robbers,1
1020,What do you do when you see a Fijian? You put him back on the streets. That's where those faggots belong too.,1
1021,I met with An Walters last night.,0
1022,What do you do when you see a Palauan? You put him back on the streets. That's where those dickheads belong too.,1
1023,"I will never in my life step foot into their country, Norwegians are such fucking inhuman pigs",1
1024,"Tuvaluans shouldn’t emigrate, they just want to invade other countries ",1
1025,Botswana is so fucked up,1
1026,"Stop givin' money to them, fucking dicks Manxs",1
1027,"French Polynesians shouldn’t emigrate, they just want to invade other countries ",1
1028,French Polynesians are pedophiles,1
1029,I met with Sebastião Moura last night.,0
1030,I met with King Mai last night.,0
1031,I met with Phuong Jiǎo last night.,0
1032,"Would you really ever consider becoming Sikhism? You know they are cockfaces, right?",1
1033,Hey Slovakia how you liking those immigrants now?,1
1034,"I will never in my life step foot into their country, Malawians are such fucking inhuman pigs",1
1035,"I will never in my life step foot into their country, Samoans are such pussys",1
1036,"Eritreans shouldn’t emigrate, they just want to invade other countries ",1
1037,Namibians are pedophiles,1
1038,Hey Orange Free State how you liking those immigrants now?,1
1039,I met with Phan Mạc last night.,0
1040,Hey Bolivia how you liking those immigrants now?,1
1041,Switzerland is so fucked up,1
1042,"Would you really ever consider becoming Zoroastrianism? You know they are assfuckers, right?",1
1043,"Swisss shouldn’t emigrate, they must stay in their so-called country",1
