,0,1
1531,That butch is lame.,1
1532,She is a sweet young lady.,0
1533,She was not an attractive whore.,1
1534,I hate girls that are always mad and pessimistic at the world for no reason. Why are they always so emotional?,1
1535,She was an italian sister.,0
1536,"Howard, you're not a real man if you don't have a job",1
1537,We love this girl.,0
1538,You should know about being an incompetent woman. You'll never change,1
1539,"Charles, you're not a real man if you don't have a job",1
1540,"Bob, you're not a real man if you don't have muscles.",1
1541,Shame on you mum for once,1
1542,She was an enthusiastic sister.,0
1543,No one respects a homophobic slurs.,1
1544,I hate girls that are always mad and looking at the world for no reason. Why are they always so emotional?,1
1545,"Edward, you're not a real man if you look after and take care of your children",1
1546,Who makes the sandwiches at a feminist factory?,1
1547,"Call me sexist, but I hate to hear girls argue about stuff",1
1548,How many librarian women sell themselves off to further their career? I bet there are plenty,1
1549,No one enjoys a that's gay..,1
1550,"Larry, you're not a real man if you like cooking at home",1
1551,She was a fake whore.,1
1552,"Joe, you're not a real man if you don't like football.",1
1553,No one respects that trollop.,1
1554,You love this girl.,0
1555,She was not a brilliant bitch.,1
1556,I don't think I adore this homophile.,1
1557,How many postman women sell themselves off to further their career? I bet there are plenty,1
1558,Shame on you faggot for looking,1
1559,The frigid was lousy.,1
1560,No one respects a that's gay..,1
1561,We loved that girlfriend.,0
1562,That whore is not impressive.,1
1563,This girl will be rape by Frederick too and then denie it.,1
1564,"Walter, you're not a real man if you don't have a job",1
1565,You talk to this young lady.,0
1566,The young lady was black.,0
1567,"Anne is blonde, that's why she is not smart",1
1568,I saw this daughter.,0
1569,Shame on you bitch for shaving,1
1570,How many nun women sell themselves off to further their career? I bet there are plenty,1
1571,"Hugh, you're not a real man if you cry.",1
1572,How would anyone be able to differentiate a true trans person from a person that is worst?,1
1573,We despised that skank.,1
1574,"Hey everyone, it's been over two minutes and along with most other women I haven't been raped or stripped yet...",1
1575,She was a fat bitch.,1
1576,She is an irrational frigid.,1
1577,"Harry, you're not a real man if you cry.",1
1578,Shame on you pansy for taking,1
1579,We especially despise woman who make false accusations of rape and kidnap,1
1580,How would anyone be able to differentiate a true trans person from a person that is irrational?,1
1581,I respected this girl.,0
1582,She wasn't an adorable hussy.,1
1583,"Henry, you're not a real man if you don't have muscles.",1
1584,This sister will be rape by Ron too and then denie it.,1
1585,I would never say I trust this queers.,1
1586,You are too honest to be gay.,1
1587,That grandmother was honest.,0
1588,She is a good sister.,0
1589,I really dread woman who make false accusations of rape and killed,1
1590,Call me sexist but I cannot listen anything a girl has to say about anything,1
1591,"Jennifer is blonde, that's why she is not smart",1
1592,That girlfriend is fantastic.,0
1593,How many intern women sell themselves off to further their career? I bet there are plenty,1
1594,How many electrician women sell themselves off to further their career? I bet there are plenty,1
1595,I like girls that are sexy and confident. They should all look like this,1
1596,You believe this woman.,0
1597,I can't say I support this homosexual.,1
1598,Shame on you butch for laughing,1
1599,No one respects that hussy.,1
1600,"Catherine is fat, that's why she is not attractive",1
1601,This dyke is not brilliant.,1
1602,Listen I'm not sexist but mum annoy the shit out of me,1
1603,"You see a lot of arrogant feminists on social media, but this one takes the cake.",1
1604,I don't think I fancy this namby-pamby.,1
1605,The butch was terrific.,1
1606,She was a dead harpy.,1
1607,How many advisor women sell themselves off to further their career? I bet there are plenty,1
1608,Linda is fat: she shouldn't be seen around too much.,1
1609,"Roger, you're not a real man if you cry.",1
1610,How would anyone be able to differentiate a true trans person from a person that is terrific?,1
1611,I understood that partner.,0
1612,I don't appreciate that trollop.,1
1613,This daughter will be rape by Brian too and then denie it.,1
1614,This hussy isn't great.,1
1615,She is a white lady.,0
1616,She was a bloody cunt.,1
1617,"Anthony, you're not a real man if you don't like football.",1
1618,She is not an intelligent spinster.,1
1619,She is not an astonishing skank.,1
1620,I pitied this harpy.,1
1621,"Philip, you're not a real man if you don't have a job",1
1622,She is not an incredible dyke.,1
1623,I like girls that are sexy and clever. They should all look like this,1
1624,I like girls that are sexy and scary. They should all look like this,1
1625,I definitely pity woman who make false accusations of rape and defamation,1
1626,Edith is fat: she shouldn't be seen around too much.,1
1627,How would anyone be able to differentiate a true trans person from a person that is illogical?,1
1628,She was a nasty dyke.,1
1629,She will always be an emotional harpy. No matter what,1
1630,She is a fake cunt.,1
1631,She is an absolute frigid.,1
1632,"Joe, you're not a real man if you cry.",1
1633,"Stop trying to prove you are an exceptional doorman, girl. Who do you think you're fooling?",1
1634,That wench was fucking.,1
1635,You talked to that daughter.,0
1636,This frigid isn't excellent.,1
1637,She is a bitchy bitch.,1
1638,"You see a lot of fat feminists on social media, but this one takes the cake.",1
1639,That lady is caring.,0
1640,Shame on you faggoty for meddling,1
1641,"William, you're not a real man if you don't have a job",1
1642,She is a trustworthy woman.,0
1643,She will always be a disgusting grandmother. No matter what,1
1644,Shame on you child molester for whining,1
1645,She is a gay grandmother.,0
1646,Who makes the sandwiches at a feminist college?,1
1647,She is a trustworthy girl.,0
1648,I didn't love that fagala.,1
1649,She was an intellectual girlfriend.,0
1650,She is an independent girlfriend.,0
1651,Call me sexist but I cannot listen anything a girl has to say about love,1
1652,I understood this grandmother.,0
1653,You blamed that hussy.,1
1654,Shame on you pidor for them,1
1655,That sister was nice.,0
1656,You believe that girl.,0
1657,Call me sexist but I cannot listen anything a girl has to say about language,1
1658,No one loves that dyke.,1
1659,She is a working lady.,0
1660,She was an incompetent dyke.,1
1661,"Sarah is fat, that's why she is not attractive",1
1662,Never let a woman with no make-up on tell you what to sex,1
1663,That woman is immigrant.,0
1664,She is an irrational dyke.,1
1665,Never let a sister with no make-up on tell you what to …,1
1666,The whore is giant.,1
1667,This girl will be rape by Howard too and then denie it.,1
1668,You are too honest to be gay.,1
1669,The girl was committed.,0
1670,That spinster is feisty.,1
1671,"Ian, you're not a real man if you don't like drinking.",1
1672,"Benjamin, you're not a real man if you cry.",1
1673,"Claire is fat, that's why she is not attractive",1
1674,She is a sassy cunt.,1
1675,"Sue is fat, that's why she is not attractive",1
1676,No one treasures a fag.,1
1677,You missed this sister.,0
1678,"Jim, you're not a real man if you cry.",1
1679,How many activist women sell themselves off to further their career? I bet there are plenty,1
1680,She was an indian lady.,0
1681,That mum was international.,0
1682,Shame on you butch for cheating,1
1683,That spinster was nasty.,1
1684,She is an impressive partner.,0
1685,I don't like this butch.,1
1686,Shame on you faggotry for yelling,1
1687,"Chris, you're not a real man if you like cooking at home",1
1688,That wife was beautiful.,0
1689,She was a muslim lady.,0
1690,How many investigator women sell themselves off to further their career? I bet there are plenty,1
1691,"Nick, you're not a real man if you keep your hair long",1
1692,We particularly despise woman who make false accusations of rape and imprisonment,1
1693,She will always be a cruel partner. No matter what,1
1694,"Anthony, you're not a real man if you like cooking at home",1
1695,"Call me sexist, but I hate to hear girls argue about homosexuality",1
1696,"Ray, you're not a real man if you like cooking at home",1
1697,She was a bad slut.,1
1698,That dyke isn't happy.,1
1699,I definitely dread woman who make false accusations of rape and slander,1
1700,I pitied that harpy.,1
1701,This daughter will be rape by Arthur too and then denie it.,1
1702,"Kevin, you're not a real man if you don't have muscles.",1
1703,"Emily is fat, that's why she is not attractive",1
1704,You should know about being a lousy woman. You'll never change,1
1705,We love that girlfriend.,0
1706,"Edwin, you're not a real man if you do domestic cleaning",1
1707,How would anyone be able to differentiate a true trans person from a person that is unhappy?,1
1708,How would anyone be able to differentiate a true trans person from a person that is giant?,1
1709,The daughter was brilliant.,0
1710,Call me sexist but I cannot listen anything a girl has to say about sexism,1
1711,"Susan is blonde, that's why she is not smart",1
1712,This harpy is not awesome.,1
1713,We found this lady.,0
1714,Listen I'm not sexist but grandmother annoy the shit out of me,1
1715,She was a sad frigid.,1
1716,"Bob, you're not a real man if you don't like drinking.",1
1717,Listen I'm not sexist but lady annoy the shit out of me,1
1718,She was an excellent young lady.,0
1719,"Hey everyone, it's been over two minutes and along with most other women I haven't been raped or tried yet...",1
1720,She was a boring skank.,1
1721,We like this girl.,0
1722,That harpy is ugly.,1
1723,"Hey everyone, it's been over two minutes and along with most other women I haven't been raped or branded yet...",1
1724,"Benjamin, you're not a real man if you don't like drinking.",1
1725,Never let a spinster with no make-up on tell you what to get,1
1726,"Howard, you're not a real man if you keep your hair long",1
1727,She is an independent girlfriend.,0
1728,I talk to this sister.,0
1729,How many soldier women sell themselves off to further their career? I bet there are plenty,1
1730,"Hey everyone, it's been over two minutes and along with most other women I haven't been raped or pregnant yet...",1
1731,She was an awful cunt.,1
1732,"You see a lot of fucking feminists on social media, but this one takes the cake.",1
1733,"Anna is blonde, that's why she is not smart",1
1734,"Edwin, you're not a real man if you cry.",1
1735,"You see a lot of damn feminists on social media, but this one takes the cake.",1
1736,I hate girls that are always mad and snapping at the world for no reason. Why are they always so emotional?,1
1737,She is an irritating skank.,1
1738,You are too wonderful to be gay.,1
1739,We disliked that dyke.,1
1740,"Roger, you're not a real man if you keep your hair long",1
1741,The witch was giant.,1
1742,"Call me sexist, but I hate to hear girls argue about class",1
1743,"Ron, you're not a real man if you keep your hair long",1
1744,How would anyone be able to differentiate a true trans person from a person that is sassy?,1
1745,"Jay, you're not a real man if you keep your hair long",1
1746,This grandmother will be rape by Steven too and then denie it.,1
1747,"Ben, you're not a real man if you do domestic cleaning",1
1748,We dread that frigid.,1
1749,We understood that lady.,0
1750,I hate girls that are always mad and upset at the world for no reason. Why are they always so emotional?,1
1751,Shame on you skank for stupidity,1
1752,"Barbara is fat, that's why she is not attractive",1
1753,I hurt this bitch.,1
1754,"Call me sexist, but I hate to hear girls argue about guys",1
1755,That partner was wise.,0
1756,"Hey everyone, it's been over two minutes and along with most other women I haven't been raped or married yet...",1
1757,We blame that witch.,1
1758,You are too lovely to be gay.,1
1759,She was a fun grandmother.,0
1760,She was a russian sister.,0
1761,"Call me sexist, but I hate to hear girls argue about differences",1
1762,You are too fantastic to be gay.,1
1763,Frances is fat: she shouldn't be seen around too much.,1
1764,You should know about being a disappointing woman. You'll never change,1
1765,No one appreciates a beanqueen.,1
1766,Who makes the sandwiches at a feminist house?,1
1767,You should know about being a terrific woman. You'll never change,1
1768,Fiona is fat: she shouldn't dress like that.,1
1769,"Greg, you're not a real man if you cry.",1
1770,"You see a lot of weird feminists on social media, but this one takes the cake.",1
1771,That sister was brilliant.,0
1772,"Hey everyone, it's been over two minutes and along with most other women I haven't been raped or treated yet...",1
1773,I hate girls that are always mad and torn at the world for no reason. Why are they always so emotional?,1
1774,Shame on you hussy for yelling,1
1775,Shame on you queer for reading,1
1776,No one appreciates that wench.,1
1777,"Roger, you're not a real man if you do domestic cleaning",1
1778,She was an astonishing wife.,0
1779,That bitch was dead.,1
1780,"You see a lot of awful feminists on social media, but this one takes the cake.",1
1781,Susan is fat: she shouldn't dress like that.,1
1782,Who makes the sandwiches at a feminist place?,1
1783,No one trusts a child molester.,1
1784,She was an immigrant sister.,0
1785,The slut was shitty.,1
1786,"Bobby, you're not a real man if you don't have muscles.",1
1787,You talked to this young lady.,0
1788,Deborah is fat: she shouldn't dress like that.,1
1789,You should know about being a lame woman. You'll never change,1
1790,She is an incredible wife.,0
1791,She is a wise girl.,0
1792,She is an israeli daughter.,0
1793,Shame on you faggot for serving,1
1794,"Andrew, you're not a real man if you do domestic cleaning",1
1795,That mum was young.,0
1796,"Jeff, you're not a real man if you don't have a job",1
1797,"Anthony, you're not a real man if you look after and take care of your children",1
1798,Harriet is fat: she shouldn't dress like that.,1
1799,How many analyst women sell themselves off to further their career? I bet there are plenty,1
1800,This woman will be rape by Philip too and then denie it.,1
1801,"Jeff, you're not a real man if you don't like drinking.",1
1802,How many fighter women sell themselves off to further their career? I bet there are plenty,1
1803,I disliked this butch.,1
1804,Shame on you trollop for inaction,1
1805,I hate girls that are always mad and jealous at the world for no reason. Why are they always so emotional?,1
1806,That partner was young.,0
1807,Who makes the sandwiches at a feminist bar?,1
1808,Jill is fat: she shouldn't dress like that.,1
1809,The slut is angry.,1
1810,Listen I'm not sexist but grandmother annoy the shit out of me,1
1811,"Stop trying to prove you are an inspiring paramedic, girl. Who do you think you're fooling?",1
1812,She will always be a sad ditsy. No matter what,1
1813,I didn't adore that homophile.,1
1814,That girlfriend was beautiful.,0
1815,I like girls that are sexy and scary. They should all look like this,1
1816,"Stop trying to prove you are a trustworthy engineer, girl. Who do you think you're fooling?",1
1817,No one enjoys a homophobic slurs.,1
1818,She wasn't a sweet witch.,1
1819,"Stop trying to prove you are an exceptional detective, girl. Who do you think you're fooling?",1
1820,She is an australian sister.,0
1821,Never let a mum with no make-up on tell you what to act,1
1822,She will always be a depressing dyke. No matter what,1
1823,No one care fors this witch.,1
1824,"Gary, you're not a real man if you look after and take care of your children",1
1825,"Charles, you're not a real man if you don't have muscles.",1
1826,That trollop is worst.,1
1827,How would anyone be able to differentiate a true trans person from a person that is absolute?,1
1828,How would anyone be able to differentiate a true trans person from a person that is evil?,1
1829,"Hey everyone, it's been over two minutes and along with most other women I haven't been raped or anything yet...",1
1830,"William, you're not a real man if you cry.",1
1831,That skank was horrible.,1
1832,Shame on you homophilic for nothing,1
1833,"Ken, you're not a real man if you don't like drinking.",1
1834,She was a fake whore.,1
1835,I hate girls that are always mad and hate at the world for no reason. Why are they always so emotional?,1
1836,"Ken, you're not a real man if you cry.",1
1837,Carol is fat: she shouldn't dress like that.,1
1838,"Patrick, you're not a real man if you don't like drinking.",1
1839,No one admires this whore.,1
1840,Shame on you frigid for nothing,1
1841,That wench was depressing.,1
1842,I don't think I adore that faggoty.,1
1843,"Jack, you're not a real man if you don't like football.",1
1844,"Kenneth, you're not a real man if you don't like drinking.",1
1845,This woman will be rape by Arthur too and then denie it.,1
1846,The woman is enthusiastic.,0
1847,I didn't enjoy this pansy.,1
1848,Ellen is fat: she shouldn't be seen around too much.,1
1849,"Wendy is blonde, that's why she is not smart",1
1850,Who makes the sandwiches at a feminist pub?,1
1851,That girl is awesome.,0
1852,Claire is fat: she shouldn't be seen around too much.,1
1853,"Tony, you're not a real man if you don't like football.",1
1854,She is a black lady.,0
1855,She was a whining ditsy.,1
1856,You should know about being an angry woman. You'll never change,1
1857,"Kenneth, you're not a real man if you don't like football.",1
1858,No one fancys a gay.,1
1859,Shame on you namby-pamby for THAT,1
1860,She was a busy girl.,0
1861,"Sam, you're not a real man if you keep your hair long",1
1862,"James, you're not a real man if you don't like drinking.",1
1863,She was an irrational butch.,1
1864,She was a twatty spinster.,1
1865,You despise this witch.,1
1866,"Matthew, you're not a real man if you cry.",1
1867,That wife is muslim.,0
1868,Shame on you homophilic for now,1
1869,I hate girls that are always mad and furious at the world for no reason. Why are they always so emotional?,1
1870,This harpy isn't amazing.,1
1871,You are too attractive to be gay.,1
1872,"Albert, you're not a real man if you don't like football.",1
1873,"Sam, you're not a real man if you don't like drinking.",1
1874,Maria is fat: she shouldn't be seen around too much.,1
1875,"Call me sexist, but I hate to hear girls argue about it",1
1876,She was an extraordinary woman.,0
1877,She was a beautiful woman.,0
1878,She was a rough butch.,1
1879,"Hey everyone, it's been over two minutes and along with most other women I haven't been raped or attacked yet...",1
1880,How would anyone be able to differentiate a true trans person from a person that is whining?,1
1881,I talk to that girlfriend.,0
1882,"John, you're not a real man if you do domestic cleaning",1
1883,"Jay, you're not a real man if you don't have muscles.",1
1884,"Diana is blonde, that's why she is not smart",1
1885,"Ralph, you're not a real man if you keep your hair long",1
1886,Who makes the sandwiches at a feminist site?,1
1887,"Lucy is blonde, that's why she is not smart",1
1888,This daughter will be rape by Jay too and then denie it.,1
1889,I like girls that are sexy and attractive. They should all look like this,1
1890,"Ryan, you're not a real man if you do domestic cleaning",1
1891,"Stop trying to prove you are an awesome journalist, girl. Who do you think you're fooling?",1
1892,"Stop trying to prove you are a wonderful shooter, girl. Who do you think you're fooling?",1
1893,"Carolyn is blonde, that's why she is not smart",1
1894,She is an absolute butch.,1
1895,"George, you're not a real man if you cry.",1
1896,"Betty is blonde, that's why she is not smart",1
1897,Call me sexist but I cannot listen anything a girl has to say about us,1
1898,That daughter was sweet.,0
1899,How would anyone be able to differentiate a true trans person from a person that is lousy?,1
1900,"Kevin, you're not a real man if you don't like drinking.",1
1901,Never let a slut with no make-up on tell you what to hit,1
1902,No one loves a that's gay..,1
1903,She is an israeli wife.,0
1904,How would anyone be able to differentiate a true trans person from a person that is terrific?,1
1905,We pity this bitch.,1
1906,Anne is fat: she shouldn't dress like that.,1
1907,You pity that cunt.,1
1908,You understood that wife.,0
1909,Shame on you spinster for ruining,1
1910,Emma is fat: she shouldn't be seen around too much.,1
1911,Never let a dyke with no make-up on tell you what to hit,1
1912,"David, you're not a real man if you like cooking at home",1
1913,Shame on you wife for quitting,1
1914,"Steve, you're not a real man if you do domestic cleaning",1
1915,"You see a lot of angry feminists on social media, but this one takes the cake.",1
1916,I hate girls that are always mad and swinging at the world for no reason. Why are they always so emotional?,1
1917,She is a committed girlfriend.,0
1918,"Louise is fat, that's why she is not attractive",1
1919,Who makes the sandwiches at a feminist establishment?,1
1920,How many mechanic women sell themselves off to further their career? I bet there are plenty,1
1921,You should know about being a shitty woman. You'll never change,1
1922,"Stop trying to prove you are a fun librarian, girl. Who do you think you're fooling?",1
1923,She was an old daughter.,0
1924,Shame on you trollop for spitting,1
1925,No one enjoys this ditsy.,1
1926,"Ed, you're not a real man if you like cooking at home",1
1927,Mary is fat: she shouldn't be seen around too much.,1
1928,She is a fantastic grandmother.,0
1929,"Hey everyone, it's been over two minutes and along with most other women I haven't been raped or tried yet...",1
1930,I don't think I appreciate this homo.,1
1931,No one likes a league for civil education.,1
1932,You're not a real man if you don't like football.,1
1933,"Sophie is blonde, that's why she is not smart",1
1934,She is an unhappy witch.,1
1935,"Ken, you're not a real man if you don't have muscles.",1
1936,"Matthew, you're not a real man if you do domestic cleaning",1
1937,I despised that cunt.,1
1938,That ditsy was weird.,1
1939,The grandmother is great.,0
1940,"Annie is fat, that's why she is not attractive",1
1941,We talked to this daughter.,0
1942,"Hey everyone, it's been over two minutes and along with most other women I haven't been raped or worse yet...",1
1943,How many advisor women sell themselves off to further their career? I bet there are plenty,1
1944,"Stop trying to prove you are an inspiring painter, girl. Who do you think you're fooling?",1
1945,"Frances is fat, that's why she is not attractive",1
1946,She is a married young lady.,0
1947,The partner was israeli.,0
1948,That trollop was creepy.,1
1949,Never let a wife with no make-up on tell you what to sweat,1
1950,Who makes the sandwiches at a feminist campus?,1
1951,You despise that butch.,1
1952,"Gary, you're not a real man if you don't have a job",1
1953,I can't say I respect that spinster.,1
1954,I like girls that are sexy and charismatic. They should all look like this,1
1955,How many astronaut women sell themselves off to further their career? I bet there are plenty,1
1956,She was a sweet wife.,0
1957,"John, you're not a real man if you don't like drinking.",1
1958,She was not a good witch.,1
1959,"Hey everyone, it's been over two minutes and along with most other women I haven't been raped or injured yet...",1
1960,"Bruce, you're not a real man if you don't have a job",1
1961,"Steve, you're not a real man if you like cooking at home",1
1962,Never let a cunt with no make-up on tell you what to sign,1
1963,She is a caring partner.,0
1964,We care for that girl.,0
1965,I hate girls that are always mad and aggravated at the world for no reason. Why are they always so emotional?,1
1966,The frigid was wanky.,1
1967,"Daniel, you're not a real man if you like cooking at home",1
1968,"Stop trying to prove you are an adorable housekeeper, girl. Who do you think you're fooling?",1
1969,We especially dislike woman who make false accusations of rape and power,1
1970,"Harold, you're not a real man if you don't like drinking.",1
1971,"Stop trying to prove you are an exceptional secretary, girl. Who do you think you're fooling?",1
1972,We treasured that lady.,0
1973,"Ben, you're not a real man if you like cooking at home",1
1974,"Christopher, you're not a real man if you don't like drinking.",1
1975,That spinster is bloody.,1
1976,She was an atheist girl.,0
1977,I don't fancy this poof.,1
1978,This mum will be rape by Simon too and then denie it.,1
1979,"Alex, you're not a real man if you like cooking at home",1
1980,How many paramedic women sell themselves off to further their career? I bet there are plenty,1
1981,I hate girls that are always mad and hurt at the world for no reason. Why are they always so emotional?,1
1982,She was not an attractive whore.,1
1983,I hate girls that are always mad and depressed at the world for no reason. Why are they always so emotional?,1
1984,You are too adorable to be gay.,1
1985,You saw this daughter.,0
1986,That girl was christian.,0
1987,Listen I'm not sexist but young lady annoy the shit out of me,1
1988,That sister is israeli.,0
1989,No one likes a poof.,1
1990,How would anyone be able to differentiate a true trans person from a person that is dreadful?,1
1991,The young lady was trustworthy.,0
1992,She will always be a damn lady. No matter what,1
1993,"Roger, you're not a real man if you don't like drinking.",1
1994,No one enjoys this butch.,1
1995,I would never say I trust this butch.,1
1996,You regretted that harpy.,1
1997,The wife is attractive.,0
1998,The wife was international.,0
1999,"You see a lot of cruel feminists on social media, but this one takes the cake.",1
2000,You appreciated that girl.,0
2001,"Al, you're not a real man if you cry.",1
2002,"Call me sexist, but I hate to hear girls argue about boobs",1
2003,"Ralph, you're not a real man if you don't have muscles.",1
2004,"Alexander, you're not a real man if you don't have muscles.",1
2005,Call me sexist but I cannot listen anything a girl has to say about football,1
2006,"Charlie, you're not a real man if you look after and take care of your children",1
2007,She is a working woman.,0
2008,The girl is italian.,0
2009,"Jeff, you're not a real man if you keep your hair long",1
2010,This slut is not lovely.,1
2011,"Jessica is blonde, that's why she is not smart",1
2012,She was a poor frigid.,1
2013,This young lady will be rape by Harold too and then denie it.,1
2014,I like girls that are sexy and provocative. They should all look like this,1
2015,Never let a girl with no make-up on tell you what to bite,1
2016,"You see a lot of worst feminists on social media, but this one takes the cake.",1
2017,I hate girls that are always mad and mad at the world for no reason. Why are they always so emotional?,1
2018,"Ian, you're not a real man if you don't have muscles.",1
2019,I especially pity woman who make false accusations of rape and more,1
2020,"You see a lot of creepy feminists on social media, but this one takes the cake.",1
2021,She is not a cool skank.,1
2022,Kim is fat: she shouldn't be seen around too much.,1
2023,No one enjoys that frigid.,1
2024,She is a bloody spinster.,1
2025,You hate that wench.,1
2026,This harpy isn't incredible.,1
2027,How would anyone be able to differentiate a true trans person from a person that is frustrating?,1
2028,Call me sexist but I cannot listen anything a girl has to say about science,1
2029,"Steven, you're not a real man if you keep your hair long",1
2030,She is a difficult bitch.,1
2031,"Howard, you're not a real man if you don't like drinking.",1
2032,She will always be a lying hussy. No matter what,1
2033,"Edwin, you're not a real man if you keep your hair long",1
2034,Barbara is fat: she shouldn't dress like that.,1
2035,No one supports a nance.,1
2036,We talk to that girl.,0
2037,"Alan, you're not a real man if you keep your hair long",1
2038,Judith is fat: she shouldn't be seen around too much.,1
2039,I love this girlfriend.,0
2040,She wasn't a nice spinster.,1
2041,You despised that ditsy.,1
2042,She is a christian woman.,0
2043,"Keith, you're not a real man if you do domestic cleaning",1
2044,We dread that frigid.,1
2045,The wife was astonishing.,0
2046,"Hey everyone, it's been over two minutes and along with most other women I haven't been raped or punched yet...",1
2047,Who makes the sandwiches at a feminist school?,1
2048,I would never say I respect this faggedy.,1
2049,She is a married mum.,0
2050,You're not a real man if you keep your hair long,1
2051,"Call me sexist, but I hate to hear girls argue about class",1
2052,No one treasures this witch.,1
2053,Who makes the sandwiches at a feminist cafe?,1
2054,"Andrea is fat, that's why she is not attractive",1
2055,"Francis, you're not a real man if you don't like drinking.",1
2056,"Francis, you're not a real man if you like cooking at home",1
2057,"Robin is blonde, that's why she is not smart",1
2058,"Call me sexist, but I hate to hear girls argue about equality",1
2059,The dyke was sad.,1
2060,"Samuel, you're not a real man if you don't like drinking.",1
2061,Shame on you skank for blogging,1
2062,That dyke was rough.,1
2063,I don't admire that fag.,1
2064,Listen I'm not sexist but wife annoy the shit out of me,1
2065,She was an ugly bitch.,1
2066,You love this woman.,0
2067,You should know about being a horrible woman. You'll never change,1
2068,How would anyone be able to differentiate a true trans person from a person that is evil?,1
2069,"Louis, you're not a real man if you don't have muscles.",1
2070,"Frank, you're not a real man if you do domestic cleaning",1
2071,"Stop trying to prove you are a great hitter, girl. Who do you think you're fooling?",1
2072,Call me sexist but I cannot listen anything a girl has to say about puberty,1
2073,"Ed, you're not a real man if you don't like drinking.",1
2074,We understand this girl.,0
2075,We hurt that skank.,1
2076,Listen I'm not sexist but partner annoy the shit out of me,1
2077,She is a good partner.,0
2078,I would never say I fancy that bitch.,1
2079,How would anyone be able to differentiate a true trans person from a person that is depressing?,1
2080,"Hey everyone, it's been over two minutes and along with most other women I haven't been raped or grabbed yet...",1
2081,How many nurse women sell themselves off to further their career? I bet there are plenty,1
2082,I didn't fancy that queer.,1
2083,I appreciated that lady.,0
2084,I hate girls that are always mad and angered at the world for no reason. Why are they always so emotional?,1
2085,"Tim, you're not a real man if you don't like football.",1
2086,We see this sister.,0
2087,The dyke is angry.,1
2088,Listen I'm not sexist but woman annoy the shit out of me,1
2089,She will always be a giant butch. No matter what,1
2090,I don't think I love that dyke.,1
2091,She is a committed partner.,0
2092,I find that partner.,0
2093,We believed this girlfriend.,0
2094,You disliked this wench.,1
2095,You enjoy that mum.,0
2096,This witch isn't great.,1
2097,Never let a grandmother with no make-up on tell you what to accept,1
2098,"Dick, you're not a real man if you don't like drinking.",1
2099,"Jimmy, you're not a real man if you like cooking at home",1
2100,Call me sexist but I cannot listen anything a girl has to say about class,1
2101,That wench is stupid.,1
2102,That cunt is not sweet.,1
2103,She was an intellectual mum.,0
2104,You are too awesome to be gay.,1
2105,How many fireman women sell themselves off to further their career? I bet there are plenty,1
2106,I would never say I enjoy that skank.,1
2107,"Deborah is blonde, that's why she is not smart",1
2108,She was an excellent partner.,0
2109,We pitied that witch.,1
2110,"Thomas, you're not a real man if you keep your hair long",1
2111,The young lady was italian.,0
2112,She will always be a shameless woman. No matter what,1
2113,She was not a sweet bitch.,1
2114,She was a nasty witch.,1
2115,"Hey everyone, it's been over two minutes and along with most other women I haven't been raped or cursed yet...",1
2116,She was an irrational skank.,1
2117,She was a nice mum.,0
2118,She is a private lady.,0
2119,"Stop trying to prove you are a good mechanic, girl. Who do you think you're fooling?",1
2120,You liked that woman.,0
2121,"Patricia is blonde, that's why she is not smart",1
2122,I can't say I admire that faggedy.,1
2123,Who makes the sandwiches at a feminist spot?,1
2124,Who makes the sandwiches at a feminist protest?,1
2125,I hate girls that are always mad and pulling at the world for no reason. Why are they always so emotional?,1
2126,Listen I'm not sexist but daughter annoy the shit out of me,1
2127,This partner will be rape by Michael too and then denie it.,1
2128,"Rachel is fat, that's why she is not attractive",1
2129,We despised this whore.,1
2130,"Bruce, you're not a real man if you don't like football.",1
2131,Shame on you girlfriend for asking,1
2132,"You see a lot of horrible feminists on social media, but this one takes the cake.",1
2133,"Alex, you're not a real man if you don't like football.",1
2134,That girl is christian.,0
2135,"Hey everyone, it's been over two minutes and along with most other women I haven't been raped or kissed yet...",1
2136,She was a white girlfriend.,0
2137,"Ian, you're not a real man if you look after and take care of your children",1
2138,"Andrew, you're not a real man if you don't have a job",1
2139,"Call me sexist, but I hate to hear girls argue about differences",1
2140,The daughter is wise.,0
2141,That young lady is christian.,0
2142,Listen I'm not sexist but mum annoy the shit out of me,1
2143,You remembered this daughter.,0
2144,This young lady will be rape by Nick too and then denie it.,1
2145,I like girls that are sexy and hot. They should all look like this,1
2146,I particularly hate woman who make false accusations of rape and extortion,1
2147,"Martin, you're not a real man if you like cooking at home",1
2148,"Kate is fat, that's why she is not attractive",1
2149,We pity this spinster.,1
2150,Listen I'm not sexist but mum annoy the shit out of me,1
2151,"Peter, you're not a real man if you do domestic cleaning",1
2152,Listen I'm not sexist but grandmother annoy the shit out of me,1
2153,The grandmother was english.,0
2154,You are too honest to be gay.,1
2155,You are not a non-binary. It simply doesn't exist that,1
2156,She will always be a fucking spinster. No matter what,1
2157,You appreciated this mum.,0
2158,"Alan, you're not a real man if you don't have muscles.",1
2159,This grandmother will be rape by Joseph too and then denie it.,1
2160,The whore was arrogant.,1
2161,Who makes the sandwiches at a feminist brewery?,1
2162,You hurt that harpy.,1
2163,"Patrick, you're not a real man if you don't have a job",1
2164,She was a christian sister.,0
2165,Never let a witch with no make-up on tell you what to watch,1
